user_id,tweet_id,text,like_count,retweet_count
24663814,1140874804209377280,"RT @SteveStuWill: Dad reflexes 😮
#HappyFathersDay https://t.co/6YrwPLQXyc",0,134412
28331572,866796150451347457,RT @ShahakShapira: I PHOTOSHOPPED SARUMAN INTO TRUMP'S ORB PICTURE AND IT'S NOT EVEN WEIRD https://t.co/cVJFGP5NPG,0,133055
24663814,867274720898682882,RT @ShahakShapira: I PHOTOSHOPPED SARUMAN INTO TRUMP'S ORB PICTURE AND IT'S NOT EVEN WEIRD https://t.co/cVJFGP5NPG,0,133053
162283,1237079878752702465,"RT @BarackObama: Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick a…",0,131119
32418837,967075010761273344,"RT @MrFilmkritik: You know, when I said I wanted the real world to be more like Harry Potter I just meant the teleportation and the magic s…",0,129473
16156256,1212621925299740672,RT @AnandWrites: Nothing more needs to be said. https://t.co/XiSDfIZ8DX,0,127876
40961352,1212457061843378176,RT @AnandWrites: Nothing more needs to be said. https://t.co/XiSDfIZ8DX,0,127876
146441370,764467810244460544,RT @seanswaby: Olympians: They’re just like the rest of us. https://t.co/H50sHv4zgz,0,126319
22874473,887630338322825216,"RT @bilalfarooqui: Our D.C. office building got a security robot. It drowned itself.

We were promised flying cars, instead we got suicidal…",0,126312
385454866,1023083555738595328,"RT @jumper_krazy: rt if you grew up going to the library

just trying to prove a point",0,124381
3140381213,1067665525155786752,RT @AuschwitzMuseum: When we look at Auschwitz we see the end of the process. It's important to remember that the Holocaust actually did no…,0,124017
40961352,1080132761380372482,RT @AuschwitzMuseum: When we look at Auschwitz we see the end of the process. It's important to remember that the Holocaust actually did no…,0,124016
178018894,1234898961539981312,"RT @into_the_brush: I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. 

Since I work in a physic…",0,123815
410854648,1234866087667339265,"RT @into_the_brush: I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. 

Since I work in a physic…",0,123815
978819294535585792,1234917717150330880,"RT @into_the_brush: I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. 

Since I work in a physic…",0,123814
40961352,974646078158049280,RT @nowthisnews: Everything wrong with Fox News in one video https://t.co/MhnApiQ3pG,0,123309
22874473,1190968008077987841,RT @Y2SHAF: how i feel when i use ‘furthermore’ and ‘therefore‘ in an essay https://t.co/Dio7ZFTgHO,0,121944
27537837,1049427484880457734,RT @mercedeslynz: It's a really scary time for dudes right now. So I wrote a song about it. Go #vote friends!  #TheResistance #1Thing @ACLU…,0,120517
27537837,1040835378846916609,RT @MrBenLHall: His face at the end is literally me living with my life decisions. https://t.co/rdyx35fDld,0,118032
820211,1238254467461636097,"RT @MarcusGrayDoor: Things Covid has proven:

1. The job you were told couldn't be done remotely can be done remotely

2. Many disabled wor…",0,117420
22874473,902686502429253632,"RT @Noahpinion: 15 years ago, the internet was an escape from the real world. Now, the real world is an escape from the internet.",0,115121
137840520,902714674772418560,"RT @Noahpinion: 15 years ago, the internet was an escape from the real world. Now, the real world is an escape from the internet.",0,115121
820211,1238194171388686336,"RT @skylerforsenate: “Schools are closing? Where do I send my children?”
“How do I afford healthcare?”
“I can’t afford to take off work!”
“…",0,114633
22874473,1177211919536730112,"RT @markhumphries: THE GRETA THUNBERG HELPLINE:
For adults angry at a child. 
https://t.co/JAtIKyG4Va",0,114322
162283,913504631128502273,RT @OfficialJLD: Just when you thought... https://t.co/SbtYChwiEj,0,113644
22874473,1224029558808162304,"RT @akkitwts: This is the best thing you'll see today 😍
 https://t.co/xhOsd3imIM",0,113125
46982053,997147430952013825,"RT @Thomasevsmith: Alright ya’ll thought that Yanny/Laurel Thing was crazy, try this on for size. https://t.co/OqLVjVysuk",0,113019
162283,1132289978036305920,RT @aeldiehm: This thread is not going as expected huh https://t.co/2OSyqYB6I6,0,111630
410854648,1155188269593874433,"RT @yashar: Drop everything you're doing and watch this....

cc: @VictorBlackwell https://t.co/N9ZWttHSzd",0,111198
820211,997693805414383616,RT @Dictionarycom: The n-word is considered the most offensive word in the English language. “Straight white male” is ... not. https://t.co…,0,110525
28331572,1098922947522129920,RT @ndimichino: This is wild https://t.co/HKZkPTaSsb,0,110487
14302386,824143670031089664,"RT @AltNatParkSer: Can't wait for President Trump to call us FAKE NEWS. 

You can take our official twitter, but you'll never take our free…",0,110484
32418837,1048591816889700352,"RT @Scott_Gilmore: Yesterday, after an 18 month investigation, the NYT revealed the President of the United States committed hundreds of mi…",0,110195
40961352,796218470849462272,RT @Paxmee: Tell me again how rape and sexual assault accusations will ruin a man's career,0,109158
198579020,1184426837952401408,"RT @alexmuench: Signs you need a break:
* loosing interesting in things you’re usually passionate about and bring you joy
* short temper an…",0,107966
37858862,898652230546411520,RT @sifuerasrosa: rt if ur ok with cancelling christopher columbus day https://t.co/umWcaKKHA5,0,107890
32418837,974110768663678976,"RT @TheTweetOfGod: It’s only been a few hours and Stephen Hawking already mathematically proved, to My face, that I don’t exist.",0,105594
3140381213,973919300804374529,"RT @TheTweetOfGod: It’s only been a few hours and Stephen Hawking already mathematically proved, to My face, that I don’t exist.",0,105594
16156256,975735517693214720,RT @Mormonger: Nobody talks about Jesus' miracle of having 12 close friends in his 30s,0,103523
27537837,975734780460523521,RT @Mormonger: Nobody talks about Jesus' miracle of having 12 close friends in his 30s,0,103523
28331572,1214105873020112899,"RT @bennyjohnson: 🔥SAVAGE🔥

Ricky Gervais just gave the best opening speech at the #GoldenGlobes ever.

He absolutely DESTROYED Hollywood.…",0,102247
3140381213,648943557319852033,RT @Snowden: Can you hear me now?,0,101175
963250632,648964510913572864,RT @Snowden: Can you hear me now?,0,101174
14622451,1189789406422540291,RT @jack: We’ve made the decision to stop all political advertising on Twitter globally. We believe political message reach should be earne…,0,101129
410854648,1151963079363715079,"RT @AOC: Reminder of what people are calling the “radical, extreme-left agenda”:

✅ Medicare for All
✅ A Living Wage &amp; Labor Rights
✅ K-16…",0,100828
14622451,1090004226883887110,"RT @ValaAfshar: Brazilian surfer Rodrigo Koxa broke the world record for the highest wave ever surfed (82 feet), during a session in Nazare…",0,100586
32418837,825560210789920772,"RT @bchesky: Airbnb is providing free housing to refugees and anyone not allowed in the US. Stayed tuned for more, contact me if urgent nee…",0,100563
27537837,950238081101082625,"RT @goldenglobes: “I want all of the girls watching here now to know, that a new day is on the horizon.” @Oprah accepts the 2018 Cecil B. d…",0,100032
40961352,920782505443315712,RT @sxndiie: Reversing roles calling out objectification of women. Fav campaign of 2017 to date. How did I not see this? https://t.co/FGCf8…,0,99352
820211,1017469860006129664,RT @sakeriver: Today as I was walking home after my run I saw a large lemon rolling down the hill. It kept rolling for about a quarter mile…,0,98558
820211,1238252301715943424,RT @BaileyCarlin: I have been informed by a relative who is a middle school teacher that students are now referring to coronavirus as the “…,0,98287
410854648,1236063883997167618,RT @StephenKing: https://t.co/TzZmra00yy,0,97980
410854648,1088564178585931776,"RT @briantylercohen: Wow. I’ve never seen anything like this on the Senate floor.
https://t.co/PJGUdTuqY5",0,94473
